Advisory,Advisory ID,Published Date,Updated Date,URL,CVE IDs,Description,CVSS Base Score 3.1,CVSS Vector 3.1,CVSS Base Score 4.0,CVSS Vector 4.0,Affected Products,Recommendation
"Intel® Server Boards, Server Systems and Compute Modules Advisory",INTEL-SA-00384,"August 11, 2020","August 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00384.html,,,,,,,,
Intel® Wireless for Open Source Advisory,INTEL-SA-00379,"August 11, 2020","August 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00379.html,,,,,,,,
Intel® RAID Web Console 3 for Windows* Advisory,INTEL-SA-00378,"August 11, 2020","August 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00378.html,,,,,,,,
Intel® RSTe Software RAID Driver Advisory,INTEL-SA-00377,"August 11, 2020","August 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00377.html,,,,,,,,
Intel® LED Manager for NUC Advisory,INTEL-SA-00376,"August 11, 2020","August 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00376.html,,,,,,,,
Intel® PAC with Arria® 10 GX FPGA Advisory,INTEL-SA-00375,"August 20, 2020","August 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00375.html,,,,,,,,
Intel® Graphics Drivers Advisory,INTEL-SA-00369,"August 11, 2020","August 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00369.html,,,,,,,,
Intel® Server Board Families Advisory,INTEL-SA-00367,"August 11, 2020","August 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00367.html,,,,,,,,
Intel® PROSet/Wireless WiFi Software Advisory,INTEL-SA-00355,"August 11, 2020","August 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00355.html,,,,,,,,
Intel® Wireless Bluetooth® Advisory,INTEL-SA-00337,"August 11, 2020","August 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00337.html,,,,,,,,
Intel® Innovation Engine Advisory,INTEL-SA-00366,"June 9, 2020","June 9, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00366.html,['CVE-2020-8675'],Insufficient control flow management in firmware build and signing tool for Intel(R) Innovation Engine before version 1.0.859 may allow an unauthenticated user to potentially enable escalation of privilege via physical access.,,,,,Intel® Innovation Engine Build and Signing Tool before version 1.0.859.,
2020.1 IPU - BIOS Advisory,INTEL-SA-00322,"June 9, 2020","June 9, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00322.html,"['CVE-2020-0528', 'CVE-2020-0529']","Improper initialization in BIOS firmware for 8th, 9th and 10th Generation Intel(R) Core(TM) Processor families may allow an unauthenticated user to potentially enable escalation of privilege via local access.",,,,,·         7th Generation Intel® Core™ processors ·         8th Generation Intel® Core™ processors ·         9th Generation Intel® Core™ processors ·         10th Generation Intel® Core™ processors,
Special Register Buffer Data Sampling Advisory,INTEL-SA-00320,"June 12, 2020","June 9, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00320.html,['CVE-2020-0543'],Incomplete cleanup from specific special register read operations in some Intel(R) Processors may allow an authenticated user to potentially enable information disclosure via local access.,,,,,A list of impacted products can be found here.,
"2020.1 IPU – Intel® CSME, SPS, TXE, AMT, ISM and DAL Advisory",INTEL-SA-00295,"June 18, 2020","June 9, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00295.html,"['CVE-2020-0594', 'CVE-2020-0595', 'CVE-2020-0586', 'CVE-2020-0542', 'CVE-2020-0596', 'CVE-2020-0538', 'CVE-2020-0534', 'CVE-2020-0533', 'CVE-2020-0566', 'CVE-2020-0532', 'CVE-2020-0541', 'CVE-2020-0597', 'CVE-2020-0531', 'CVE-2020-0535', 'CVE-2020-0540', 'CVE-2020-0536', 'CVE-2020-0537', 'CVE-2020-0545', 'CVE-2020-8674', 'CVE-2020-0539']","Path traversal in subsystem for Intel(R) DAL software for Intel(R) CSME versions before 11.8.77, 11.12.77, 11.22.77, 12.0.64, 13.0.32, 14.0.33 and Intel(R) TXE versions before 3.1.75, 4.0.25 may allow an unprivileged user to potentially enable denial of service via local access.",,,,,"Intel® CSME Versions 11.0 through 11.8.76, 11.10 through 11.12.76, 11.20 through 11.22.76, 12.0 through 12.0.63, 13.0 through 13.0.31, 14.0 through 14.0.32, 14.5.11.  Intel® CSME, Intel® AMT, Intel® ISM, Intel® DAL and Intel® DAL Software before versions 11.8.77, 11.12.77, 11.22.77, 12.0.64, 13.0.32, 14.0.33, 14.5.12: Updated Version

 Replaces Version

 11.8.77

 11.0 through 11.8.76

 11.11.77

 11.10 through 11.11.76

 11.22.77

 11.20 through 11.22.76

 12.0.64

 12.0 through 12.0.63

 13.0.32 or higher

 13.0.31

 14.0.33 or higher

 14.0.32

 14.5.12 or higher

 14.5.11  Intel® Server Platform Services firmware before versions SPS_E5_04.01.04.380.0, SPS_SoC-X_04.00.04.128.0, SPS_SoC-A_04.00.04.211.0, SPS_E3_04.01.04.109.0, SPS_E3_04.08.04.070.0: Updated Version

 Replaces Version

 SPS_E5_04.01.04.380.0

 SPS_E5_04.00.00.000.0 through

 SPS_E5_04.01.04.379.0

 SPS_SoC-X_04.00.04.128.0

 SPS_SoC-X_04.00.00.000.0 through
 SPS_SoC-X_04.00.04.127.0

 SPS_SoC-A_04.00.04.211.0

 SPS_SoC-A_04.00.00.000.0 through
 SPS_SoC-A_04.00.04.210.0

 SPS_E3_04.01.04.109.0

 SPS_E3_04.00.00.000.0 through
 SPS_E3_04.01.04.103.0

 SPS_E3_04.08.04.070.0

 SPS_E3_04.08.00.000.0 through
 SPS_E3_04.08.04.065.0

 SPS_E5_04.01.04.380.0

 SPS_E5_04.00.00.000.0 through
 SPS_E5_04.01.04.379.0  Intel® TXE: Updated Version

 Replaces Version

 3.1.75

 3.0 through 3.1.70

 4.0.25

 4.0 through 4.0.20  The following CVEs assigned by Intel, correspond to a subset of the CVEs disclosed on 6/16/2020 as part of VU#257161: Disclosed in INTEL-SA-00295

Disclosed in VU#257161

CVE-2020-0594
CVE-2020-0597

CVE-2020-11899

CVE-2020-0595

CVE-2020-11900

CVE-2020-8674

CVE-2020-11905  The remaining CVEs disclosed in VU#257161 have been assessed and found to be not applicable to Intel Products. Note:  Firmware versions of Intel® ME 3.x thru 10.x, Intel® TXE 1.x thru 2.x and Intel® Server Platform Services 1.x thru 2.X are no longer supported, thus were not assessed for the vulnerabilities/CVEs listed in this Technical Advisory. There is no new release planned for these versions.",
2020.1 IPU – Intel® SSD Advisory,INTEL-SA-00266,"June 9, 2020","June 9, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00266.html,[],Insufficient control flow management in firmware for some Intel(R) Data Center SSDs may allow a privileged user to potentially enable information disclosure via local access.,,,,,Intel® SSD D3-S4510 Series Intel® SSD DC P4510 Series Intel® SSD DC P4610 Series Intel® SSD DC P4618 Series Intel® SSD DC P4511 Series ,
Intel® NUC Firmware Advisory,INTEL-SA-00363,"April 14, 2020","April 14, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00363.html,['CVE-2020-0600'],Improper buffer restrictions in firmware for some Intel(R) NUC may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,"Product

Download link
(BIOS dl link)

Intel® NUC 8 Rugged Kit NUC8CCHKR

CHAPLCEL.0047

Intel® NUC Board NUC8CCHB

CHAPLCEL.0047

Intel® NUC 7 Essential PC NUC7CJYSAL

JYGLKCPX.86A.0053

Intel® NUC Kit NUC7CJYH

JYGLKCPX.86A.0053

Intel® NUC Kit NUC7PJYH

JYGLKCPX.86A.0053

Intel® NUC Kit NUC6CAYS

AYAPLCEL.86A.0066

Intel® NUC Kit NUC6CAYH

AYAPLCEL.86A.0066

Intel® NUC Kit DE3815TYKHE

TYBYT20H.86A.0024

Intel® NUC Board DE3815TYBE

TYBYT20H.86A.0024

Intel® Compute Stick STCK1A32WFC

FCBYT10H.86A",
Intel® Binary Configuration Tool for Windows* Advisory,INTEL-SA-00359,"April 14, 2020","April 14, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00359.html,['CVE-2020-0598'],"Uncontrolled search path in the installer for the Intel(R) Binary Configuration Tool for Windows, all versions, may allow an authenticated user to potentially enable escalation of privilege via local access.",,,,,Intel® Binary Configuration Tool for Windows all versions.,
Intel® Modular Server Compute Module Advisory,INTEL-SA-00351,"April 14, 2020","April 14, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00351.html,"['CVE-2020-0578', 'CVE-2020-0576', 'CVE-2020-0577']",Insufficient control flow for Intel(R) Modular Server MFS2600KI Compute Module may allow an unauthenticated user to potentially enable escalation of privilege via adjacent access.,,,,,"Intel® Modular Server MFS2600KI Compute Module, all versions.",
Intel® Driver and Support Assistant Advisory,INTEL-SA-00344,"April 14, 2020","April 14, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00344.html,['CVE-2020-0568'],Race condition in the Intel(R) Driver and Support Assistant before version 20.1.5 may allow an authenticated user to potentially enable denial of service via local access.,,,,,Intel® Driver and Support Assistant before version 20.1.5.,
Intel® PROSet/Wireless WiFi Software Advisory,INTEL-SA-00338,"February 11, 2021","April 14, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00338.html,"['CVE-2020-0557', 'CVE-2020-0558', 'CVE-2020-0569']",Out of bounds write in Intel(R) PROSet/Wireless WiFi products on Windows 10 may allow an authenticated user to potentially enable denial of service via adjacent access.,,,,,"Intel® PROSet/Wireless WiFi software for the following products before version 21.70: Intel® Wi-Fi 6 AX201
Intel® Wi-Fi 6 AX200
Intel® Wireless-AC 9560
Intel® Wireless-AC 9462
Intel® Wireless-AC 9461
Intel® Wireless-AC 9260
Intel® Dual Band Wireless-AC 8265
Intel® Dual Band Wireless-AC 8260
Intel® Dual Band Wireless-AC 3168
Intel® Wireless 7265 (Rev D) Family
Intel® Dual Band Wireless-AC 3165",
Intel® Data Migration Software Advisory,INTEL-SA-00327,"March 10, 2023","April 14, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00327.html,['CVE-2020-0547'],Incorrect default permissions in the installer for Intel(R) Data Migration Software versions 3.3 and earlier may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® Data Migration Software versions 3.3 and earlier.,Intel has issued a Product Discontinuation notice for Intel® Data Migration Software and recommends that users of the Intel® Data Migration Software uninstall it or discontinue use at their earliest convenience.
Intel® Smart Sound Technology Advisory,INTEL-SA-00354,"August 31, 2021","March 10, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00354.html,['CVE-2020-0583'],Improper access control in the subsystem for Intel(R) Smart Sound Technology may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,"Intel® Smart Sound Technology versions shown below:  Platform Code Name  -  Affected Intel® Smart Sound Technology Driver Versions Ice Lake Xeon-SP -  10.24.00.3316 and lower
Ice Lake U,Y - 10.24.00.3316 and lower
Tiger Lake UP3, UP4 - 10.29.00.3418 and lower
Amber Lake-Y, Kaby Lake U, Kaby Lake U23e and Kaby Lake Y - 09.21.00.4536 and lower
Coffee Lake U43e and Kaby Lake Refresh U - 09.21.00.4536 and lower
Whiskey Lake U - 10.23.00.3173 and lower
Comet Lake U42 and Amber Lake Y - 10.23.00.3173 and lower
Kaby Lake S, H, G, X, and Kaby Lake Xeon E3 - 09.21.00.4536 and lower
Comet Lake-H, Comet Lake-S and Comet Lake-U62 - 10.25.00.3399 and lower
Rocket Lake-S - 10.29.00.3418 and lower",
BlueZ Advisory,INTEL-SA-00352,"March 16, 2020","March 10, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00352.html,['CVE-2020-0556'],Improper access control in subsystem for BlueZ before version 5.54 may allow an unauthenticated user to potentially enable escalation of privilege and denial of service via adjacent access.,,,,,BlueZ before version 5.54.,
Intel® MAX® 10 FPGA Advisory,INTEL-SA-00349,"March 10, 2020","March 10, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00349.html,['CVE-2020-0574'],Improper configuration in block design for Intel(R) MAX(R) 10 FPGA all versions may allow an authenticated user to potentially enable escalation of privilege and information disclosure via physical access.,,,,,MAX® 10 FPGA all versions.,
Intel® NUC Firmware Advisory,INTEL-SA-00343,"March 10, 2020","March 10, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00343.html,"['CVE-2020-0530', 'CVE-2020-0526']",Improper input validation in firmware for Intel(R) NUC may allow a privileged user to potentially enable escalation of privilege via local access.,,,,,"Product

Download link
(BIOS dl link)

Intel® NUC Kit NUC8i7BEK

BECFL357.86A.0077

Intel® NUC 8 Enthusiast PC NUC8i7BEKQA

BECFL357.86A.0077

Intel® NUC Kit NUC8i7HNK

HNKBLi70.86A.0059

Intel® NUC 8 Business PC NUC8i7HNKQC

HNKBLi70.86A.0059

Intel® NUC 8 Mainstream-G kit NUC8i7INH

INWHL357.0036

Intel® NUC 8 Mainstream-G kit NUC8i5INH

INWHL357.0036

Intel® NUC 8 Mainstream-G mini PC NUC8i7INH

INWHL357.0036

Intel® NUC 8 Mainstream-G mini PC NUC8i7INH

INWHL357.0036

Intel® NUC 8 Rugged Kit NUC8CCHKR

CHAPLCEL.0047

Intel® NUC Board NUC8CCHB

CHAPLCEL.0047

Intel® NUC 8 Home PC NUC8i3CYSM

CYCNLi35.86A.0044

Intel® NUC Kit NUC7i7DNKE

DNKBLi7v.86A.0067

Intel® NUC Kit NUC7i7DNHE

DNKBLi7v.86A.0067

Intel® NUC Kit NUC7i5DNKE

DNKBLi5v.86A.0067

Intel® NUC Kit NUC7i5DNHE

DNKBLi5v.86A.0067

Intel® NUC Kit NUC7i3DNKE

DNKBLi30.86A.0067

Intel® NUC Kit NUC7i3DNHE

DNKBLi30.86A.0067

Intel® NUC Board NUC7i7DNBE

DNKBLi7v.86A.0067

Intel® NUC Board NUC7i5DNBE

DNKBLi5v.86A.0067

Intel® NUC Board NUC7i3DNBE

DNKBLi30.86A.0067

Intel® Compute Stick STK2m3W64CC

CCSKLm30.86A.0062

Intel® Compute Stick STK2m364CC

CCSKLm30.86A.0062

Intel® Compute Stick STK1A32SC

SC0045

Intel® Compute Stick STK1AW32SC

SC0045

Intel® NUC Kit NUC6i7KYK

KYSKLi70.86A.0066

Intel® NUC 7 Essential PC NUC7CJYSAL

JYGLKCPX.86A.0053

Intel® NUC Kit NUC7CJYH

JYGLKCPX.86A.0053

Intel® NUC Kit NUC7PJYH

JYGLKCPX.86A.0053

Intel® NUC Kit NUC7i7BNH

BNKBL357.86A.0081

Intel® NUC Kit NUC7i5BNK

BNKBL357.86A.0081

Intel® NUC Kit NUC7i3BNH

BNKBL357.86A.0081

Intel® NUC Kit NUC7i5BNH

BNKBL357.86A.0081

Intel® NUC Kit NUC7i3BNK

BNKBL357.86A.0081

Intel® NUC Kit NUC7i7BNHX1

BNKBL357.86A.0081

Intel® NUC Kit NUC7i5BNHX1

BNKBL357.86A.0081

Intel® NUC Kit NUC7i3BNHX1

BNKBL357.86A.0081

Intel® NUC 7 Enthusiast PC NUC7i7BNHXG

BNKBL357.86A.0081

Intel® NUC 7 Home a Mini PC NUC7i5BNHXF

BNKBL357.86A.0081

Intel® NUC 7 Home a Mini PC NUC7i3BNHXF

BNKBL357.86A.0081

Intel® NUC 7 Home a Mini PC NUC7i5BNKP

BNKBL357.86A.0081

Intel® NUC Kit NUC6CAYS

AYAPLCEL.86A.0066

Intel® NUC Kit NUC6CAYH

AYAPLCEL.86A.0066

Intel® NUC Kit DE3815TYKHE

TYBYT20H.86A.0024

Intel® NUC Board DE3815TYBE

TYBYT20H.86A.0024

Intel® NUC Kit NUC6i3SYH

SYSKLi35.86A.0072

Intel® NUC Kit NUC6i5SYH

SYSKLi35.86A.0072

Intel® NUC Kit NUC6i3SYK

SYSKLi35.86A.0072

Intel® NUC Kit NUC6i5SYK

SYSKLi35.86A.0072

Intel® NUC Kit NUC5PGYH

PYBSWCEL.86A.0078

Intel® NUC Kit NUC5PPYH

PYBSWCEL.86A.0078

Intel® NUC Kit NUC5CPYH

PYBSWCEL.86A.0078

Intel® NUC Kit NUC5i5RYK

RYBDWi35.86A.0383

Intel® NUC Kit NUC5i3RYH

RYBDWi35.86A.0383

Intel® NUC Kit NUC5i3RYHS

RYBDWi35.86A.0383

Intel® NUC Kit NUC5i3RYHSN

RYBDWi35.86A.0383

Intel® NUC Kit NUC5i3RYK

RYBDWi35.86A.0383

Intel® NUC Kit NUC5i5RYH

RYBDWi35.86A.0383

Intel® NUC Kit NUC5i5RYHS

RYBDWi35.86A.0383

Intel® NUC Kit NUC5i7RYH

RYBDWi35.86A.0383

Intel® NUC Kit NUC5i3MYHE

MYBDWi30.86A.0057

Intel® NUC Kit NUC5i5MYHE

MYBDWi5v.86A.0056

Intel® NUC Board NUC5i5MYBE

MYBDWi5v.86A.0056

Intel® NUC Board NUC5i3MYBE

MYBDWi30.86A.0057

Intel® NUC Kit D54250WYK

WYLPT10H.86A.0054

Intel® NUC Board D34010WYB

WYLPT10H.86A.0054

Intel® NUC Board D54250WYB

WYLPT10H.86A.0054

Intel® NUC Kit D34010WYK

WYLPT10H.86A.0054

Intel® NUC Kit D34010WYKH

WYLPT10H.86A.0054

Intel® NUC Kit D54250WYKH

WYLPT10H.86A.0054

Intel® Compute Stick STCK1A32WFC

STCK1A32WFC

Intel® Compute Stick STCK1A8LFC

STCK1A8LFC",
Intel® Processors Load Value Injection Advisory,INTEL-SA-00334,"May 11, 2021","March 10, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00334.html,['CVE-2020-0551'],Load value injection in some Intel(R) Processors utilizing speculative execution may allow an authenticated user to potentially enable information disclosure via a side channel with local access.,,,,,A list of impacted products can be found here.,
Snoop Assisted L1D Sampling Advisory,INTEL-SA-00330,"May 11, 2021","March 10, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00330.html,['CVE-2020-0550'],Improper data forwarding in some data cache for some Intel(R) Processors may allow an authenticated user to potentially enable information disclosure via local access.,,,,,A list of impacted products can be found here.,
Intel® Optane™ DC Persistent Memory Module Management Software Advisory,INTEL-SA-00326,"March 10, 2023","March 10, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00326.html,['CVE-2020-0546'],Unquoted service path in Intel(R) Optane(TM) DC Persistent Memory Module Management Software before version 1.0.0.3461 may allow an authenticated user to potentially enable escalation of privilege and denial of service via local access.,,,,,Intel® Optane™ DC Persistent Memory Module Management Software before version 1.0.0.3461.,
Intel® FPGA Programmable Acceleration Card N3000 Advisory,INTEL-SA-00319,"March 10, 2020","March 10, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00319.html,"['CVE-2019-14626', 'CVE-2019-14625']","Improper access control in on-card storage for the Intel® FPGA Programmable Acceleration Card N3000, all versions, may allow a privileged user to potentially enable denial of service via local access.",,,,,The Intel® FPGA Programmable Acceleration Card N3000 all versions.,
Intel® Graphics Drivers Advisory,INTEL-SA-00315,"March 10, 2020","March 10, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00315.html,"['CVE-2020-0502', 'CVE-2020-0504', 'CVE-2020-0516', 'CVE-2020-0519', 'CVE-2020-0520', 'CVE-2020-0505', 'CVE-2020-0501', 'CVE-2020-0565', 'CVE-2020-0514', 'CVE-2020-0508', 'CVE-2020-0511', 'CVE-2020-0503', 'CVE-2020-0567', 'CVE-2020-0507', 'CVE-2020-0517', 'CVE-2020-0506']","Improper initialization in Intel(R) Graphics Drivers before versions 15.40.44.5107, 15.45.29.5077, and 26.20.100.7000 may allow a privileged user to potentially enable a denial of service via local access.",,,,,"Intel® Graphics Drivers for 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th Generation Intel® Processors for Windows* 7, 8.1, and 10 before versions 15.40.44.5107, 15.45.29.5103, 26.20.100.7584, 15.33.49.5100 and 15.36.38.5117.",
Intel® RWC3 Advisory,INTEL-SA-00341,"February 11, 2020","February 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00341.html,['CVE-2020-0564'],Improper permissions in the installer for Intel(R) RWC3 for Windows* before version 7.010.009.000 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® RWC3 before version 7.010.009.000.,
Intel® MPSS Advisory,INTEL-SA-00340,"February 11, 2020","February 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00340.html,['CVE-2020-0563'],Improper permissions in the installer for Intel(R) MPSS before version 3.8.6 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® MPSS before version 3.8.6.,
Intel® RWC2 Advisory,INTEL-SA-00339,"February 11, 2020","February 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00339.html,['CVE-2020-0562'],"Improper permissions in the installer for Intel(R) RWC2, all versions, may allow an authenticated user to potentially enable escalation of privilege via local access.",,,,,"Intel® RWC2, all versions.",
Intel® SGX SDK Advisory,INTEL-SA-00336,"February 11, 2020","February 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00336.html,['CVE-2020-0561'],Improper initialization in the Intel(R) SGX SDK may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,"Intel® SGX SDK before v2.6.100.1 for Windows*, and Intel® SGX SDK before v2.8.100.1 for Linux",
Intel® CSME Advisory,INTEL-SA-00307,"February 11, 2020","February 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00307.html,['CVE-2019-14598'],"Improper Authentication in subsystem in Intel(R) CSME versions 12.0 through 12.0.48 (IOT only: 12.0.56), versions 13.0 through 13.0.20, versions 14.0 through 14.0.10 may allow a privileged user to potentially enable escalation of privilege, denial of service or information disclosure via local access.",,,,,"Intel® CSME versions before 12.0.49 (IOT only: 12.0.56), 13.0.21, 14.0.11.",
Intel® Renesas Electronics® USB 3.0 Driver Advisory,INTEL-SA-00273,"February 11, 2020","February 11, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00273.html,['CVE-2020-0560'],"Improper permissions in the installer for the Intel(R) Renesas Electronics(R) USB 3.0 Driver, all versions, may allow an authenticated user to potentially enable escalation of privilege via local access.",,,,,"Intel® Renesas Electronics® USB 3.0 Driver, all versions.",
Intel® Processors Data Leakage Advisory,INTEL-SA-00329,"May 11, 2021","January 27, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00329.html,"['CVE-2020-0548', 'CVE-2020-0549']",Cleanup errors in some data cache evictions for some Intel(R) Processors may allow an authenticated user to potentially enable information disclosure via local access.,,,,,A list of impacted products can be found here.,
Intel® DAAL Advisory,INTEL-SA-00332,"January 14, 2020","January 14, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00332.html,['CVE-2019-14629'],Improper permissions in Intel(R) DAAL before version 2020 Gold may allow an authenticated user to potentially enable information disclosure.,,,,,Intel® DAAL before version 2020 Gold.,
Intel® VTune™ Amplifier for Windows* Advisory,INTEL-SA-00325,"January 14, 2020","January 14, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00325.html,['CVE-2019-14613'],Improper access control in driver for Intel(R) VTune(TM) Amplifier for Windows*  before update 8 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® VTune™ Amplifier for Windows* before update 8.,Intel recommends updating Intel® VTune™ Amplifier for Windows* to update 8 or later. Updates are available for download at this location: https://software.intel.com/en-us/vtune/choose-download
Intel® Processor Graphics Advisory,INTEL-SA-00314,"January 29, 2020","January 14, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00314.html,['CVE-2019-14615'],Insufficient control flow in certain data structures for some Intel(R) Processors with Intel(R) Processor Graphics may allow an unauthenticated user to potentially enable information disclosure via local access.,,,,,"3rd Generation Intel® Core™ Processors * 4th Generation Intel® Core™ Processors * 6th Generation Intel® Core™ Processors 7th Generation Intel® Core™ Processors 8th Generation Intel® Core™ Processors 9th Generation Intel® Core™ Processors 10th Generation Intel® Core™ Processors Intel® Xeon® Processor E3 v2 Family * Intel® Xeon® Processor E3 v3 Family * Intel® Xeon® Processor E3 v5 Family Intel® Xeon® Processor E3 v6 Family Intel® Xeon® Processor E-2100 Family Intel® Xeon® Processor E-2200 Family Intel® Pentium® Processor A1000 Series * Intel® Pentium® Processor 2000 Series * Intel® Pentium® Processor 3500 Series * Intel® Pentium® Processor 4000 Series Intel® Pentium® Processor G2000 Series * Intel® Pentium® Processor G3000 Series * Intel® Pentium® Processor G4000 Series Intel® Pentium® Processor J2000 Series * Intel® Pentium® Processor J3000 Series Intel® Pentium® Processor J4000 Series Intel® Pentium® Processor N3500 Series * Intel® Pentium® Processor N3700 Series Intel® Pentium® Processor N4000 Series Intel® Pentium® Processor Silver Series Intel® Pentium® Processor Gold Series Intel® Celeron® Processor 927UE * Intel® Celeron® Processor 1000 Series * Intel® Celeron® Processor 2000 Series Intel® Celeron® Processor 3800 Series Intel® Celeron® Processor 3900 Series Intel® Celeron® Processor 4000 Series Intel® Celeron® Processor 5000 Series Intel® Celeron® Processor G1000 Series * Intel® Celeron® Processor G3000 Series Intel® Celeron® Processor G4000 Series Intel® Celeron® Processor J1000 Series * Intel® Celeron® Processor J3000 Series Intel® Celeron® Processor J4000 Series Intel® Celeron® Processor N2000 Series * Intel® Celeron® Processor N3000 Series Intel® Celeron® Processor N4000 Series Intel® Celeron® Processor G3900 Series Intel® Celeron® Processor G4900 Series Intel® Atom® Processor A Series Intel® Atom® Processor E Series * Intel® Atom® Processor X Series Intel® Atom® Processor Z Series * * Platforms based on Ivy Bridge, Bay Trail and Haswell do not have full mitigations at this time for the Windows* OS.  Updating the drivers for these platforms per the recommendation below will substantively reduce the potential attack surface. Intel is working on full mitigations for these platforms and will make them available once they are validated. Linux mitigation for these platforms will be provided for the mainline kernel.",
Intel® RWC 3 for Windows* Advisory,INTEL-SA-00308,"March 10, 2023","January 14, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00308.html,['CVE-2019-14601'],Improper permissions in the installer for Intel(R) RWC 3 for Windows* before version 7.010.009.000 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® RWC 3 for Windows* before version 7.010.009.000.,
Intel® Chipset Device Software Advisory,INTEL-SA-00306,"August 2, 2022","January 14, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00306.html,['CVE-2019-14596'],Improper access control in the installer for Intel(R) Chipset Device Software INF Utility before version 10.1.18088.8158 may allow an authenticated user to potentially enable denial of service via local access.,,,,,Intel® Chipset Device Software INF Utility before version 10.1.18088.8158.,
Intel® SNMP Subagent Stand-Alone Advisory for Windows*,INTEL-SA-00300,"January 14, 2020","January 14, 2020",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00300.html,['CVE-2019-14600'],Uncontrolled search path element in the installer for Intel(R) SNMP Subagent Stand-Alone for Windows* may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® SNMP Subagent Stand-Alone Advisory for Windows* all versions.,
Intel® RST Advisory,INTEL-SA-00324,"January 11, 2021","December 10, 2019",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00324.html,['CVE-2019-14568'],Improper permissions in the executable for Intel(R) RST before version 17.7.0.1006 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,"Intel® RST  v15.x before version 15.9.8.1050.
Intel® RST  v16.x before version 16.8.3.1003.
Intel® RST  v17.5 before version 17.5.1.1021
Intel® RST  v17.7 before version 17.7.0.1006",
